# Shadow Bench シード発話 (label<TAB>text)
# label:
#   complete   - 文末マーカー(です/ます/だ/ね/よ/か/？等)で完結する単文。シャドウが早期発火できるべき発話
#   multi      - 複数文からなる完結発話。途中に「完結に見える点」があり eager ポリシーの誤発火トラップ
#   incomplete - 接続助詞等で言いさした未完了発話。シャドウは発火してはいけない
#   filler     - 相槌・フィラー。短すぎて判定対象外になるべき発話
#
# 注: SemanticFinishJudge のルール上、過去形「〜した。」や名詞止めは完了検出されないため
#     complete は です/ます/だ/ね/よ/か/かな/？/思う/ください 等で終わる形に揃えている。
complete	これって誰が担当してるんだっけ？
complete	今日の夕飯は何にするか決めましたか？
complete	このプルリクエストのレビューをお願いします。
complete	明日の会議は何時からですか？
complete	そのバグはもう直っていると思う。
complete	週末は天気が良くなるみたいですよ。
complete	この関数の戻り値は配列ですか？
complete	テストは全部通っています。
complete	そろそろ休憩にしませんか？
complete	駅までの道を教えてください。
complete	この設計で進めて大丈夫だと思う。
complete	新しいエディタはかなり使いやすいですよ。
complete	コーヒーのおかわりはいりますか？
complete	資料は共有フォルダに置いてあります。
complete	そのライブラリはもうメンテされていないみたいだよ。
complete	締め切りは金曜日の夕方です。
complete	君の意見も聞かせてほしいな。
complete	このエラーの原因がやっと分かったよ。
complete	次のスプリントの計画を立てましょうか？
complete	先にデータベースのマイグレーションをやるべきだと思う。
complete	昼ご飯はもう食べましたか？
complete	その案でいいんじゃないかな。
complete	会議室の予約はもう取ってあります。
complete	このコードはリファクタリングが必要だと思う。
complete	今夜は早めに寝るつもりです。
complete	バックアップは毎晩自動で取られています。
complete	その話は前にも聞いた気がするな。
complete	どのブランチで作業すればいいですか？
complete	お先に失礼します。
complete	この機能はいつリリースされますか？
complete	ログを見れば原因が分かるはずだよ。
complete	インストール手順はREADMEに書いてあります。
complete	今週中に終わらせるのは難しいと思う。
complete	ちょっと手伝ってもらえますか？
complete	その設定はもう変更済みです。
complete	マージする前にテストを回してください。
complete	このアプローチのほうがシンプルだと思う。
complete	何か質問はありますか？
complete	デプロイは明日の朝にやります。
complete	その通りだと思うよ。
complete	パスワードをリセットしてもらえますか？
complete	会議の議事録はもう共有しました。
complete	このまま進めて問題ないですか？
complete	雨が降りそうだから傘を持っていきなよ。
complete	APIのレスポンスが遅いのはキャッシュのせいだと思う。
complete	夕方までには返事をします。
complete	使い方が分からなかったら聞いてください。
complete	その案件はもうクローズされていますよ。
complete	どこでつまずいているのか教えてもらえますか？
complete	環境変数の設定が間違っていたみたいだよ。
complete	とりあえず動くものを先に作りましょうか？
complete	コードレビューの観点をまとめておきますね。
complete	来週の月曜は祝日です。
complete	テストデータは自動で生成されます。
complete	帰りにスーパーに寄っていきますか？
complete	タスクの優先順位を見直したほうがいいと思う。
complete	そんなに急がなくて大丈夫だよ。
complete	エラーメッセージをそのまま貼ってもらえますか？
complete	その仕様は先週変わったばかりです。
complete	もう一度最初から説明してもらえますか？
complete	依存関係のバージョンを揃えるべきだと思う。
complete	打ち合わせは30分で終わると思いますよ。
complete	この変更で互換性は壊れませんか？
complete	画面共有してもらえますか？
complete	古いログは一週間で消えます。
complete	焦らずひとつずつ片付けていきましょうか？
complete	そこは私がやっておきますね。
complete	いつ頃なら時間が取れますか？
complete	仕様書の最新版はどこにありますか？
complete	認証まわりは別のチームの担当です。
complete	動作確認はステージング環境でやってください。
complete	今日はもう上がっていいですよ。
complete	不具合の再現手順を教えてもらえますか？
complete	リリースノートは私が書いておきます。
complete	その判断はリーダーに任せたほうがいいと思う。
complete	明日は在宅で作業します。
complete	設計レビューは木曜の午後にやりましょうか？
complete	検索が遅いのはインデックスがないからだと思う。
complete	使っていないコードは消してしまっていいですか？
complete	昼までにはドラフトを送ります。
complete	どのくらい時間がかかりそうですか？
complete	監視アラートの閾値を見直すべきだと思う。
complete	この画面のデザインは確定ですか？
complete	先方への連絡は私からしておきますね。
complete	手順書どおりにやれば動くはずだよ。
complete	会議は録画されていますか？
complete	そこまで深刻な問題ではないと思う。
complete	コミットメッセージはもう少し詳しく書いてください。
complete	移行作業は週末の夜にやります。
complete	この前話していた本を貸してもらえますか？
complete	検証環境のデータは消してしまって大丈夫ですよ。
complete	負荷試験の結果はどうでしたか？
complete	型エラーはこの一行を直せば消えると思う。
complete	次の電車は何分発ですか？
complete	お湯が沸いたから先に淹れておきますね。
complete	日曜日は家でゆっくりするつもりです。
complete	その服とても似合っていますよ。
complete	犬の散歩に行ってきます。
complete	窓を開けてもいいですか？
complete	もう少し音量を下げてもらえますか？
complete	今日は風が強いから気をつけてね。
complete	荷物は玄関に置いておきました。
complete	ゴミの収集日は火曜と金曜です。
complete	映画の感想をあとで聞かせてください。
complete	この店のカレーは本当においしいんだよ。
complete	予約は二名で取ってあります。
complete	歩いたほうが早いと思うよ。
complete	冷蔵庫に麦茶が入っていますよ。
complete	写真を撮ってもらえますか？
complete	領収書はもらっておいてください。
complete	席はどこでもいいですか？
complete	先に行っていてもらえますか？
complete	薬は食後に飲んでください。
complete	エアコンの温度を少し上げてもいいかな？
complete	図書館は月曜が休みです。
complete	走れば間に合うと思うよ。
complete	帰ったらすぐお風呂に入りなよ。
complete	植木に水をやるのを忘れないでね。
complete	引っ越しの日取りはもう決まりましたか？
complete	このスープ少し味が濃いと思う。
complete	充電器を貸してもらえますか？
complete	靴のサイズは何センチですか？
complete	テレビの音が大きすぎると思うよ。
complete	花粉がひどいからマスクをしたほうがいいですよ。
complete	おつりは取っておいてください。
complete	駐車場は建物の裏にあります。
complete	次の角を右に曲がってください。
complete	子どもの送り迎えは私が行きます。
complete	夜は冷えるから上着を持っていきなよ。
complete	このドラマの続きが気になって仕方ないんだよ。
complete	プレゼントは何がいいと思う？
complete	波の音を聞いていると落ち着くんだよね。
complete	新幹線の切符はもう買ってあります。
complete	部屋の電気を消してもらえますか？
complete	週末に実家へ帰るつもりです。
complete	朝ご飯はパンとごはんのどっちがいいですか？
complete	庭の桜がもう咲きはじめていますよ。
complete	洗濯物を取り込んでおいてもらえますか？
complete	会計は別々でお願いします。
complete	君ならきっとうまくやれると思うよ。
complete	お皿は私が洗っておきますね。
complete	この道は朝はすごく混むんだよ。
complete	自転車の鍵を見かけませんでしたか？
complete	今度の連休はどこかへ出かけますか？
complete	エレベーターは点検中だから階段を使ってください。
complete	牛乳がもうないから買ってきてもらえますか？
complete	夕焼けがすごくきれいですよ。
complete	待ち合わせは改札前でいいですか？
complete	そんなに心配しなくても大丈夫だよ。
complete	歯医者の予約を取り直さないといけないんだよね。
complete	このアプリの通知を切る方法を知っていますか？
complete	郵便受けに回覧板が入っていましたよ。
complete	旅行の写真を現像に出してきます。
complete	受付で名前を伝えれば分かるはずだよ。
complete	眠かったら先に寝ていていいですよ。
complete	ベランダの掃除は週末にやります。
complete	お土産にお菓子を買ってきました。
complete	迷子になったら電話してください。
complete	味見してもらえますか？
complete	コンビニで切手は買えますか？
complete	駅前に新しいパン屋ができたんだよ。
complete	しばらく連絡が取れなくなります。
complete	お腹が空いたから先に食べてもいいかな？
complete	テーブルの上を片付けてもらえますか？
complete	風邪気味だから今日は早めに休みます。
complete	君の作るオムライスが一番おいしいと思う。
complete	財布を忘れたからお金を貸してもらえますか？
complete	午後から雨になるみたいですよ。
complete	クリーニングの引き取りは明日でいいかな？
complete	会員カードはお持ちですか？
complete	このいす座り心地がいいんだよ。
complete	灯りをつけたまま寝ちゃだめだよ。
complete	持ち物は筆記用具だけで大丈夫ですよ。
complete	おばあちゃんの体調はどうですか？
complete	駅まで車で送りますよ。
complete	赤と青ならどっちが好きですか？
complete	出発は朝の六時に決めました。
complete	寒くなってきたから窓を閉めてもらえますか？
complete	このニュースもう見ましたか？
complete	非常口は廊下の突き当たりにあります。
complete	背中がかゆいからちょっとかいてもらえますか？
complete	来月から値段が上がるみたいだよ。
